user_id,isbn,book_rating
277744,1551660717,8
277873,395977894,10
277873,042518336X,5
277873,553575538,6
277873,679781587,10
277873,767903579,7
277879,671759361,8
277901,64440044+A453,10
277901,446672211,7
277901,446675059,7
277901,452282152,8
277901,679427430,8
277901,894716174,9
277921,394909674,8
277921,439104645,9
277922,345384377,7
277922,440225701,6
277922,446609943,7
277922,553580191,9
277922,553582917,10
277923,385492081,9
277928,374266441,9
277928,375410287,8
277928,385301499,8
277928,449908186,10
277928,679751602,10
277928,679764925,8
277928,679770151,10
277928,767915062,9
277928,804105820,9
277928,1573220310,10
277929,451198948,8
277929,515129968,9
277929,553561537,9
277937,60934417,9
277937,316168815,7
277937,316785261,6
277937,345468694,6
277937,452283205,7
277937,452283868,6
277937,684848406,6
277937,743225325,6
277937,743237188,7
277938,446672211,9
277938,451184734,8
277938,743437802,9
277945,312974256,6
277945,312983301,6
277945,380785218,2
277945,446610550,7
277945,451203771,8
277945,515121843,7
277945,051512317X,7
277945,515124214,7
277945,515134384,7
277945,515136263,7
277945,515136379,7
277945,515136530,7
277945,515137111,8
277954,375507876,9
277959,156027321,8
277959,446529788,6
277959,553802542,7
277959,688179088,8
277959,743204697,10
277959,767905385,6
277959,1551668904,7
277965,316789089,5
277965,374190666,10
277965,385484518,10
277965,399141464,8
277965,399145087,7
277965,446526126,8
277965,486285537,9
277965,679457526,9
277965,679781587,9
277965,684874350,10
277965,688151981,9
277965,743204735,9
277965,761107363,10
277965,786866845,9
277965,786881852,7
277965,895261901,10
277982,425147711,10
277982,743420373,8
277982,1853260282,5
277984,345386108,10
277984,446611778,10
277984,515087491,10
277984,515101486,10
277984,515104175,10
277996,2240114,6
278007,316601950,6
278007,034543479X,8
278007,374480095,8
278007,446670251,6
278007,804115761,7
278007,821766570,5
278007,1551669110,6
278026,60572965,9
278026,61009059,8
278026,61031410,8
278026,61094129,8
278026,312983433,8
278026,345440064,8
278026,380731851,5
278026,380820889,8
278026,038533558X,9
278026,399142649,8
278026,440221048,8
278026,446527041,8
278026,446531588,5
278026,446612510,8
278026,449006522,8
278026,449219364,6
278026,449221512,5
278026,449227545,3
278026,451179153,8
278026,451179897,6
278026,451202473,7
278026,451204301,8
278026,451206525,8
278026,515125490,8
278026,515129038,5
278026,515130389,8
278026,515135968,8
278026,553582364,6
278026,671001795,8
278026,684810387,8
278026,068815333X,7
278026,743206045,7
278026,786889667,5
278026,1551667517,7
278026,1551669625,6
278044,61092800,7
278044,553564528,7
278054,752837168,7
278054,8845907341,10
278064,725107251,8
278100,425144062,8
278100,451160916,8
278112,385472951,8
278112,440236665,7
278112,515118230,6
278137,60002492,7
278137,61057894,9
278137,140067647,9
278137,345337662,7
278137,373115431,8
278137,380600129,8
278137,380708655,6
278137,425065553,8
278137,440940001,8
278137,446606812,7
278137,449209830,8
278137,515094978,8
278137,055325698X,8
278137,553287532,9
278137,670894508,4
278137,671434225,8
278137,671525808,9
278137,671745093,7
278137,804106304,8
278137,812533518,8
278137,1556611536,9
278137,1558744150,9
278137,1558745017,8
278185,60198346,7
278185,142000205,4
278185,671038230,5
278188,156005891,8
278188,316171565,7
278188,373218192,7
278188,373244487,6
278188,373272898,6
278188,373441762,4
278188,373441851,6
278188,373484003,7
278188,440122090,4
278188,044022103X,8
278188,440223571,9
278188,440225701,9
278188,446603589,9
278188,515124621,8
278188,590433865,7
278188,671644459,7
278188,671644475,5
278188,743410181,6
278188,778320065,8
278188,778320286,8
278188,080410946X,8
278188,1551661586,6
278188,1551665344,7
278188,1551666960,8
278194,20532105,10
278194,60926317,8
278194,60958014,7
278194,140280553,5
278194,156007819,3
278194,156011042,7
278194,345423135,9
278194,375705619,5
278194,385334923,7
278194,385498802,4
278194,440212723,9
278194,440241537,7
278194,451209907,5
278194,452284449,8
278194,051512219X,4
278194,553582364,6
278194,671683993,8
278194,688177859,9
278194,802139256,6
278202,60198346,3
278202,014025448X,2
278202,312252617,4
278202,385316925,3
278202,385319568,9
278202,385324057,3
278202,385334710,10
278202,385497466,3
278202,399148019,3
278202,446527017,1
278202,446527130,8
278202,553104136,4
278202,671510126,10
278202,671786458,7
278202,743206029,8
278209,014011291X,6
278209,452267455,7
278218,60977493,7
278218,140039589,7
278218,349101779,10
278221,440216745,7
278221,446613436,7
278221,553582755,9
278221,671027123,8
278221,743460529,8
278221,804106304,9
278221,840776381,8
278221,871237954,10
278221,1556611188,9
278221,1556611536,9
278221,1556612257,10
278243,156027321,8
278243,156711427,8
278243,375725784,7
278243,671510053,8
278249,3596237874,6
278255,440241162,8
278257,60974788,8
278257,449912302,5
278257,451153553,8
278257,451170385,9
278314,006091291X,5
278314,140309578,8
278314,385319959,7
278314,399146431,7
278314,440414121,8
278314,679445315,7
278314,691017840,4
278314,1573221775,2
278342,671510053,8
278342,743225406,8
278342,771099894,9
278346,140444173,10
278346,345334531,6
278346,051513287X,6
278356,006091646X,9
278356,140167153,8
278356,312265859,7
278356,312965338,8
278356,374270325,9
278356,439064872,8
278356,439136369,10
278356,439139600,10
278356,043935806X,10
278356,446378445,6
278356,671016768,8
278356,688111289,7
278356,786868414,9
278356,884270610,9
278390,375409440,8
278390,380730847,7
278390,385313667,7
278390,399147195,7
278390,425182908,4
278390,440236053,7
278390,044661257X,8
278390,553569058,9
278390,671027360,7
278390,671683993,10
278390,688152449,7
278390,080410753X,9
278418,146000579,5
278418,312970234,7
278418,345300742,8
278418,345352459,7
278418,345369335,7
278418,373122772,5
278418,380710870,8
278418,038097391X,5
278418,394800168,10
278418,394820371,8
278418,042513525X,5
278418,425140032,5
278418,425178102,7
278418,042518630X,7
278418,440139791,10
278418,440184622,7
278418,440206561,5
278418,440207622,7
278418,440479002,9
278418,451173392,6
278418,515130389,8
278418,515131229,8
278418,553131834,9
278418,553282700,5
278418,553297988,6
278418,671017128,5
278418,671019961,9
278418,671502522,7
278418,671556843,6
278418,671721623,5
278418,671775715,6
278418,786862572,5
278418,812504321,5
278418,812523466,5
278418,886775981,5
278418,898151899,9
278422,60935464,9
278422,385475721,8
278422,671027360,6
278449,312978340,8
278469,316569321,7
278469,446679593,6
278469,743237188,7
278522,312955006,7
278522,425137937,7
278522,440225590,7
278522,515124060,7
278522,553565095,7
278522,743225406,5
278522,786889152,7
278529,031284879X,7
278535,61094129,10
278535,038079943X,8
278535,425178765,8
278535,425182878,9
278535,440221595,7
278535,446605484,10
278535,446610038,10
278535,446611212,9
278535,449003787,9
278535,449219461,8
278535,553213180,6
278535,553269216,8
278536,312113420,6
278536,874778883,6
278543,446605239,5
278543,553096834,7
278545,440200989,9
278550,345339703,10
278551,425129586,6
278551,044041833X,7
278551,590660543,5
278552,345388879,6
278552,553573616,9
278552,671021001,7
278552,671510053,8
278552,679768203,4
278552,684829746,10
278554,60096195,9
278554,140292683,8
278554,140293450,8
278554,152050167,10
278554,330375253,8
278554,345423097,10
278554,385730586,9
278554,752837613,9
278554,1853260282,7
278563,8873122933,10
278565,60976683,8
278565,449219399,9
278582,312980140,7
278582,312983298,3
278582,312983867,7
278582,312990456,5
278582,312991460,6
278582,345348176,8
278582,345350499,10
278582,345440064,8
278582,425163717,7
278582,425190927,7
278582,425191583,8
278582,441478123,10
278582,449003183,8
278582,449206874,8
278582,449217213,8
278582,449221512,8
278582,451202503,10
278582,515136557,8
278582,671001795,8
278582,671877445,8
278582,1400034779,10
278586,440224624,3
278586,446606812,5
278586,553575090,8
278586,786889187,7
278633,60160713,5
278633,60987561,10
278633,140244824,7
278633,014028009X,2
278633,140296298,7
278633,142000205,7
278633,316096199,8
278633,316666343,9
278633,316899984,7
278633,375703063,7
278633,385512147,7
278633,425178900,8
278633,439324599,9
278633,440226430,9
278633,440514428,9
278633,446679593,8
278633,449907481,6
278633,451163524,5
278633,452283221,5
278633,515131083,10
278633,553278355,8
278633,553570870,8
278633,671028014,5
278633,671038184,8
278633,671735594,9
278633,679425268,9
278633,684814994,10
278633,688162827,9
278633,688170528,8
278633,743225082,7
278633,1882723007,8
278637,2877304892,7
278641,765342294,9
278648,515109509,5
278648,1576731235,5
278663,61095052,5
278663,61097314,4
278663,440223202,10
278663,044023574X,7
278668,8408022938,5
278668,8466307125,5
278668,8497593197,5
278694,451410017,8
278694,515132039,6
278694,074341022X,8
278694,743437802,9
278720,359625180X,5
278773,140270590,7
278773,345457374,9
278773,380731851,8
278773,553578316,3
278782,552995061,7
278782,553408453,7
278782,860680649,5
278832,155874262X,10
278832,1558745718,10
278832,1558747109,10
278843,60173289,9
278843,60517794,7
278843,014028009X,8
278843,142000205,9
278843,385260075,8
278843,399146431,9
278843,440211263,7
278843,553274503,8
278843,059035342X,8
278843,679412956,8
278843,767902890,9
278843,786881852,8
278844,345387651,6
278844,679781587,7
278851,439050006,5
278851,440486599,5
278851,894803700,5
278851,1558531025,8
278854,375703063,7
278854,042516098X,7
278854,553275739,6
278854,553579606,8
8,2005018,5
17,425099148,7
17,553264990,5
17,891075275,6
17,891076182,3
53,60914068,3
53,380715899,9
69,676973655,3
69,1853260053,8
92,8445071408,7
92,8445071769,8
92,8445071777,10
99,312252617,8
99,312261594,8
99,316748641,7
99,446677450,10
99,451166892,3
114,312953453,7
114,446608653,9
114,446612545,9
114,446612618,8
114,451208080,8
114,553584383,9
114,671027360,10
165,60976845,9
165,61099325,4
165,446612545,5
183,9722113747,9
183,9726081378,9
232,7123817,7
232,486284735,8
242,553278223,10
242,3257208626,8
242,3257233051,9
242,3453212150,7
242,3492045642,8
242,3596292646,7
243,60915544,10
243,60977493,7
243,316601950,9
243,316776963,9
243,316899984,7
243,375400117,10
243,385316895,6
243,385720106,7
243,425163407,9
243,044023722X,7
243,446364800,9
243,446606383,6
243,449006522,6
243,553580388,8
243,786863986,5
243,155874262X,5
244,60977493,7
244,60987103,8
244,151008116,9
244,375704965,8
244,525947647,9
244,804111359,8
244,155874262X,6
244,1558744150,6
254,60934700,9
254,60976977,7
254,64471047,7
254,66238501,5
254,142001740,9
254,373226063,6
254,373226144,5
254,373834446,8
254,373834489,9
254,037582345X,9
254,380730448,8
254,380789035,10
254,380817845,8
254,380973634,10
254,380973650,9
254,380977281,8
254,038097827X,8
254,399146431,9
254,439064864,9
254,439064872,9
254,439136350,9
254,439136369,9
254,439139597,9
254,451167317,8
254,451406176,6
254,451409256,7
254,451524934,9
254,451526341,8
254,553280325,8
254,590353403,9
254,618002219,9
254,618002227,8
254,671021001,7
254,679781587,8
254,679879242,8
254,1563895730,9
254,156971620X,9
254,1931081727,9
272,60977477,7
300,312963009,5
300,380728729,5
300,449912302,9
300,812541642,5
362,446606197,7
383,380815923,10
383,385416342,10
383,517577402,10
383,743411269,5
387,451527747,10
388,60973897,8
388,60976845,3
388,006101351X,6
388,449002632,7
388,449213773,10
388,452279690,10
388,553569058,10
388,1573225126,5
388,1878424319,7
408,312283784,8
408,553582682,9
424,425156842,7
424,452277337,7
424,671021001,6
424,805063897,8
440,743424425,10
440,786868015,7
441,446610178,7
441,743229878,8
444,385337132,7
444,440235057,7
446,60925000,8
446,60932759,8
446,61000280,10
446,039914739X,3
446,486281965,10
446,081296666X,5
460,8807170698,10
460,8845229041,3
460,9.77039E+12,8
476,312288115,5
476,515118656,8
486,60976845,8
486,451202341,8
486,743418190,7
487,345441133,7
487,385335407,8
487,385490992,7
487,671888587,6
503,140179836,10
503,345348656,8
503,385496095,10
503,439099404,10
503,440241006,10
503,515131679,8
503,068484267X,10
503,1558743669,10
505,006017143X,9
505,345313860,7
505,385306032,8
505,042517736X,7
505,671868713,8
505,679401377,8
505,805056491,9
507,20427859,9
507,60558865,8
507,140230165,7
507,142001740,10
507,312986769,9
507,345369068,8
507,425168948,7
507,451184718,9
507,553297341,7
507,553564528,7
507,553571842,7
507,553575538,7
507,553576801,7
507,055357695X,7
507,553583441,7
507,553583468,7
507,590021117,7
507,679893105,9
507,689710879,10
507,689710887,10
507,689710895,10
507,689711522,10
507,743260244,10
507,767912918,7
507,812533534,10
507,821772953,8
566,399144463,2
566,618231617,8
567,140185216,10
567,425174484,8
567,684717255,9
595,60083298,9
595,140293248,9
595,446610399,9
595,446672211,10
595,1576737357,7
596,743213831,8
619,62517856,7
619,015600710X,8
619,316735027,6
619,193156146X,9
625,2253004022,9
625,2253007102,10
625,2266084372,8
626,3423105410,10
626,3492207006,10
638,60191929,9
638,140107649,10
638,151001006,10
638,316603287,9
638,316666343,10
638,316693006,10
638,316693200,9
638,316769487,10
638,316776963,10
638,316779423,10
638,316779490,9
638,316789089,10
638,316969443,10
638,345339711,10
638,385420161,9
638,385470819,9
638,385500769,10
638,385504209,10
638,385505833,10
638,394574745,8
638,399148582,9
638,425184129,9
638,446523569,10
638,446525502,9
638,446525537,9
638,446527793,10
638,446531332,10
638,609605925,8
638,609606727,8
638,670892963,7
638,671042556,9
638,679410430,10
638,679442790,10
638,679603352,10
638,067972768X,10
638,679732241,9
638,679746048,7
638,684874318,10
638,688180639,9
638,743230051,9
638,743406176,10
638,1558747028,10
638,1558747346,8
638,1570717257,9
643,6510345,8
643,61092606,8
643,140366660,9
643,140622063,8
643,261102214,9
643,552137030,8
643,552546933,9
643,671894455,7
643,743222229,8
643,749391308,8
643,749396067,8
643,752804510,8
643,1853260002,2
643,2253001457,8
643,2253043974,8
643,2253049417,9
643,2253063339,10
643,2253140872,8
643,2253171077,8
651,60934719,8
651,345370740,7
651,345403339,7
651,380788497,7
651,425142485,6
651,446300101,8
651,451456548,7
651,679801146,4
651,786886463,7
651,786889160,7
651,156341029X,8
651,1563899388,6
695,451205421,7
695,812521331,7
709,64405052,9
709,015216250X,10
709,152162577,10
709,316666343,3
709,345391802,7
709,440219078,10
709,590897985,9
712,3404118960,5
726,373250339,5
726,380820447,10
726,385497679,10
726,451454243,10
735,038533334X,4
735,440222818,7
735,440224829,9
735,044661162X,9
735,449001954,8
735,451185277,8
735,515134368,9
741,140065172,10
741,373037449,10
741,451526503,10
744,425113892,7
744,042512892X,8
744,425137945,8
746,375821813,8
746,394820371,8
746,812516826,5
753,871137380,10
758,140620109,9
758,140620125,10
758,3499234246,8
763,553211412,8
763,671510053,10
763,679781587,8
763,805062971,10
776,60529709,7
776,140274154,9
776,375704027,8
776,876850867,8
805,60256672,10
805,60928336,7
805,140070206,9
805,140077022,10
805,014016930X,10
805,140253602,4
805,156027321,9
805,316777730,7
805,375501851,8
805,038001503X,10
805,039592720X,9
805,440215625,8
805,452282152,8
805,553268449,8
805,671003755,8
805,679732764,10
805,684844729,8
805,877733759,10
819,345384466,5
819,446364193,7
819,451124340,5
819,671726889,5
827,425124819,10
834,141001771,5
834,373250177,2
834,449005569,3
834,671027344,7
834,786884622,3
834,1558747346,5
843,006019491X,8
843,66211611,8
843,786927089,8
850,671578103,6
853,140042520,8
853,345358791,5
853,345375211,9
882,20418809,10
882,64401847,10
882,64402967,5
882,345334930,8
882,373218400,5
882,373484224,7
882,380018179,10
882,385504209,10
882,394557433,10
882,394743180,10
882,425179672,10
882,425195899,9
882,440235162,10
882,446344109,9
882,452265347,10
882,051509465X,9
882,515134368,6
882,515135062,6
882,517556278,8
882,553205587,9
882,553250426,10
882,553272586,5
882,553280589,10
882,553572997,10
882,618260307,10
882,067101420X,4
882,671641778,10
882,679429220,9
882,067976402X,10
882,679781587,10
882,743457943,5
899,971880107,2
899,3257061269,9
899,3453088433,4
900,60928336,9
900,449212084,5
900,553572490,6
900,553576976,5
901,000649840X,9
901,99771519,9
901,140431268,8
901,785268480,10
929,312140940,8
929,345285549,5
929,345307674,5
929,345331605,7
929,385314744,7
929,439404371,8
929,440224624,6
929,451169530,6
929,553234811,6
929,553296981,10
929,671461494,8
929,671617028,8
929,679741011,5
929,894803700,8
1009,399149759,8
1009,451181468,9
1009,671028375,10
1021,60930535,10
1021,385473117,8
1025,60562080,8
1025,60928336,5
1025,99755114,9
1025,142000663,10
1025,330258648,10
1025,330306839,8
1025,380012863,8
1025,394404289,9
1025,552124753,10
1025,552996009,9
1025,552998001,9
1025,552999504,8
1025,068484267X,9
1025,743225082,8
1025,749397543,8
1032,006092988X,8
1032,038531258X,10
1032,446310786,10
1048,553256696,9
1063,345387007,5
1063,671880187,5
1075,142001740,10
1075,316666343,7
1075,375726403,7
1075,385504209,7
1075,553377868,9
1075,609608444,10
1075,767902521,9
1075,1400034779,5
1083,014131088X,10
1083,345325818,10
1083,044023767X,10
1083,451526503,6
1083,080410753X,7
1113,385324057,9
1116,61030651,8
1116,006109594X,7
1116,031298250X,4
1116,425185710,6
1116,553575619,5
1129,64407667,4
1129,014025448X,7
1129,385472951,6
1129,385493800,6
1129,553377876,3
1129,1400062888,3
1129,1558612815,9
1129,1931520038,10
1131,60934417,8
1131,60976845,7
1131,61093092,8
1131,61098361,7
1131,70212570,7
1131,312243022,8
1131,312983824,6
1131,345370805,7
1131,375703055,7
1131,385480016,9
1131,394758285,7
1131,440214424,8
1131,446672211,7
1131,446673544,5
1131,449149676,7
1131,451187903,7
1131,451523067,8
1131,671004565,6
1131,671793489,7
1131,679761837,7
1131,679772677,7
1131,743418174,7
1155,006101253X,7
1155,373250223,8
1155,380814021,6
1155,380817683,10
1155,451409256,9
1155,671000381,7
1155,671032658,9
1155,671689231,7
1155,743405978,8
1161,61098795,5
1161,375725784,5
1167,60929596,10
1167,373834985,5
1167,038533656X,5
1167,440217520,5
1167,440224675,8
1167,679450548,7
1167,743230213,7
1167,802135196,9
1178,440940001,2
1184,425163385,7
1184,553585118,3
1211,6513204,7
1211,99771519,9
1211,140621725,8
1211,330367358,8
1211,385504209,9
1211,752853694,8
1211,786889373,8
1211,2070360024,8
1211,2070375161,7
1211,2070415686,8
1211,2207252000,8
1211,2253004898,8
1211,2253005274,8
1211,2266022504,8
1211,226612269X,7
1219,082176828X,6
1235,345378490,9
1248,345367898,10
1248,393029190,10
1248,440455332,10
1248,449912558,10
1248,553110721,10
1248,553580272,10
1248,679452281,9
1249,440226430,5
1249,671004565,8
1249,684835983,8
1249,770428797,10
1254,679781587,9
1254,894805770,10
1254,089480829X,10
1261,316776963,8
1261,345401123,7
1261,345438329,6
1261,452282152,7
1261,688177751,8
1294,399145087,7
1294,812590244,8
1297,60192119,8
1297,679731148,7
1297,836218256,7
1309,316969680,7
1309,425178765,10
1309,055357227X,10
1331,141180633,9
1343,552996009,9
1343,590660543,10
1368,60514949,7
1368,66210151,7
1368,375411992,5
1368,425188361,7
1372,3423620196,10
1376,345417623,8
1376,425177173,9
1376,042517736X,7
1399,312423799,9
1399,037542217X,9
1409,61093106,8
1409,373218192,8
1409,042517736X,9
1409,515120006,6
1409,515127396,5
1412,156027321,9
1412,345416260,9
1412,345433084,6
1412,385486804,9
1412,385494785,9
1412,385512104,9
1421,8489669597,5
1424,60512822,7
1424,60730552,9
1424,60930535,7
1424,61015725,8
1424,61030015,5
1424,61056871,6
1424,61097314,5
1424,99771519,8
1424,140255087,10
1424,142001430,7
1424,151002290,6
1424,156001314,8
1424,224018256,7
1424,031215125X,7
1424,312420366,8
1424,316291161,8
1424,316353299,8
1424,033036197X,6
1424,380603764,6
1424,385319452,7
1424,385336403,6
1424,385720106,7
1424,039914255X,7
1424,553295071,6
1424,671646575,8
1424,671776134,8
1424,743418735,7
1424,743431014,7
1424,767902521,8
1424,804106304,6
1435,60915544,10
1435,60977477,5
1435,345378490,5
1435,345387651,5
1435,345410998,10
1435,375505547,7
1435,380728249,10
1435,399133143,5
1435,446611239,10
1435,446672211,8
1435,451183665,7
1435,451208765,4
1435,517149257,10
1435,517573822,10
1435,671024248,4
1435,679751343,8
1435,068484267X,8
1435,684848783,5
1435,684855631,9
1435,080410753X,10
